1034371	['Mark Ronson Ethan Hamilton']
101416	['Sweet Honey The Rocks']
1015911	['Dominique Pons']
1021351	['吕国梁、徐光义词']
1031926	['Tony Mccahill']
100962	['Louis Vierne']
103031	['Ann Ronell']
101567	['Hayden Elshaw']
102635	['Sean Harrington']
1013256	['Fun Janelle Monáe']
101444	['Alex Jasper']
1026736	['Karl Jenkins']
101168	['Kyle Jelen']
1025061	['Michel Sardou', 'Michel Sardou']
100027	['Franz Schubert']
100454	['Malik Ming']
6054543	['Hector Berlioz', 'Hector Berlioz']
1023401	['Purple Schulz']
1021411	['Rudi Schäfer', 'Melodie Rudi Schäfer']
1035236	['Faraji Kendagor']
1021146	['Manuel M. Ponce']
1017956	['Francesc Bitlloch']
103574	['L.E.Kenny']
1033151	['D.F.']
101484	['Claudio Miranda']
100464	['John T. Graves']
101637	['J.J.Derwin']
101733	['Karl Hoschna']
103269	['C. Gardel']
1027721	['François Noëll']
1031581	['Lucy Berman']
100339	['Max Bilyk']
1029421	['Jun Ishikawa']
1035586	['Дарин Сысоев']
100259	['Jay Althouse']
1031036	['Quentin Doyen']
102566	['Butch Cornell']
101948	['Tiana Menezes']
102571	['Guillermo Gomez U.']
103519	['Brittany Mccrea']
1015456	['Adolphe Adam Cantique De Noel']
100213	['John Banister']
102872	['Robert Ellis']
1026901	['Pachelbel']
101169	['D. Duncan']
6283409	['John Williams']
